id,BidPrice,AcceptedBid,ExpectedRevenue,ExpectedConversion
61153423,35,1,344.54,0.39
61153442,,0,-62.32,0.2
61153522,3,1,168.48,0.204
61154008,35,1,167.6,0.45
61154257,,0,-4.64,0.329
61154303,,0,158.56,0.344
61154306,35,1,284.08,0.267
61154335,,0,-112,0.552
61154473,,0,-83.44,0.305
61154506,,0,-71.04,0.378
61154588,35,1,285.11,0.245
61154595,35,1,234.72,0.213
61154643,75,1,714.65,0.402
61154679,,0,7.84,0.395
61154694,35,1,303,0.195
61154701,,0,-131.92,0.463
61154754,35,0,319.6,0.171
61154756,35,1,231.92,0.275
61154768,35,1,240.32,0.228
61154797,,0,15.84,0.264
61154866,75,1,504.3,0.315
61154864,35,1,198.08,0.384
61154898,,0,40.88,0.54
61154951,,0,-121.36,0.427
61155007,,0,-68.72,0.308
61155134,,0,118.08,0.182
61155145,,0,-17.12,0.172
61155146,35,1,207.2,0.301
61155213,,0,-39.12,0.459
61155378,35,1,271.25,0.244
61155410,,0,151.44,0.174
61155430,,0,61.76,0.41
61155459,35,1,361.4,0.342
61155665,,0,38.32,0.437
61155709,35,0,377.89,0.267
61155745,75,1,557.56,0.621
61155881,,0,261.12,0.203
61155904,,0,21.36,0.538
61155942,,0,10.96,0.271
61156008,,0,-80.72,0.565
61156056,,0,82.32,0.28
61156083,75,1,476.78,0.296
61156077,3,0,157.76,0.282
61156102,,0,-6,0.247
61156099,75,1,473.28,0.295
61156134,3,1,123.36,0.343
61156149,,0,-36.64,0.624
61156235,,0,-102.4,0.26
61156257,,0,45.52,0.328
61156250,,0,50.88,0.351
61156255,3,0,118,0.266
61156321,,0,-27.12,0.51
61156310,75,1,562.36,0.242
61156331,,0,-29.28,0.345
61156329,35,1,269.57,0.324
61156447,,0,-103.68,0.454
61156504,50,0,638.64,0.131
61156526,,0,96.8,0.286
61156630,,0,-117.84,0.447
61156632,75,1,643.22,0.31
61156656,,0,-75.84,0.317
61156687,,0,-3.28,0.498
61156703,3,0,142.16,0.288
61156721,,0,87.36,0.205
61156724,75,1,457.23,0.477
61156821,,0,185.2,0.291
61156827,,0,50.32,0.196
61156830,,0,5.12,0.253
61156850,35,1,357.44,0.367
61156930,,0,77.92,0.4
61157044,,0,81.52,0.367
61157077,,0,-39.6,0.541
61157079,35,1,228.32,0.422
61157126,35,1,277.57,0.388
61157157,,0,-47.76,0.292
61157239,3,0,115.6,0.315
61157403,75,1,594.34,0.356
61157481,,0,129.44,0.157
61157482,3,0,148.48,0.202
61157504,,0,-130.24,0.713
61157508,50,1,436.87,0.288
61157532,,0,-26.96,0.523
61157522,35,1,126.08,0.506
61157553,,0,84.96,0.217
61157557,,0,10.88,0.328
61157617,,0,-11.12,0.491
61157656,35,1,236.72,0.397
61157721,,0,65.12,0.583
61157834,,0,205.12,0.397
61157884,,0,-45.68,0.328
61157892,,0,109.6,0.18
61157945,,0,57.6,0.276
61158088,,0,-13.44,0.373
61158119,,0,-75.28,0.266
61158162,,0,94.64,0.301
61158208,,0,12.96,0.236
61158197,35,1,309.9,0.317
61158255,,0,101.52,0.298
61158307,3,0,176,0.248
61158344,,0,110.72,0.281
61158354,35,1,263.12,0.358
61158355,,0,-111.6,0.355
61158363,35,0,343.64,0.242
61158382,3,0,109.76,0.386
61158644,3,0,300.2,0.214
61158685,35,1,327.37,0.443
61158682,35,1,432.44,0.234
61158752,35,0,217.04,0.407
61158888,,0,-12.24,0.349
61158962,,0,-91.04,0.192
61158949,75,1,495.05,0.304
61158995,3,0,164.24,0.278
61159015,75,1,615.72,0.251
61159147,75,1,361.84,0.467
61159231,75,0,432.64,0.4
61159374,35,0,174.08,0.336
61159397,,0,158.08,0.313
61159396,35,1,165.68,0.606
61159424,,0,-24.8,0.394
61159422,35,1,286.22,0.232
61159485,,0,73.44,0.164
61159527,,0,65.68,0.166
61159558,35,0,219.76,0.473
61159628,35,1,199.04,0.35
61159634,35,1,348.78,0.135
61159663,3,0,200.4,0.229
61159760,,0,-31.12,0.296
61159802,75,1,567.12,0.311
61159823,35,0,236,0.261
61159852,3,0,184.4,0.227
61159856,75,1,618.07,0.288
61159923,35,1,219.92,0.522
61159938,35,1,323.49,0.242
61160021,35,1,162.24,0.415
61160101,,0,3.2,0.281
61160114,35,1,213.44,0.317
61160195,,0,-86,0.234
61160172,3,0,121.2,0.336
61160189,35,1,195.28,0.259
61160200,3,0,127.36,0.23
61160255,,0,-100.24,0.259
61160298,,0,94.08,0.362
61160342,,0,74.24,0.503
61160470,35,1,432.3,0.279
61160482,35,1,307.58,0.224
61160480,35,0,236.4,0.415
61160557,35,1,198.64,0.475
61160561,3,0,117.84,0.422
61160585,35,1,309.75,0.292
61160617,,0,-70.32,0.371
61160694,,0,-112.32,0.254
61160697,,0,-76.24,0.263
61160716,35,1,156.56,0.376
61160723,35,1,132,0.581
61160755,,0,47.68,0.285
61160891,,0,14.8,0.479
61161009,35,1,173.6,0.638
61161015,35,1,237.44,0.35
61161018,35,0,264.16,0.571
61161141,,0,-79.52,0.3
61161145,,0,-6.08,0.384
61161134,75,1,511.79,0.393
61161154,,0,96.32,0.306
61161163,,0,138.24,0.166
61161190,75,0,502.77,0.402
61161265,,0,-103.36,0.4
61161383,,0,-6.56,0.329
61161423,,0,80.08,0.212
61161435,75,1,772.25,0.432
61161483,,0,-84.32,0.235
61161533,50,0,372.33,0.36
61161644,,0,-124.72,0.407
61161708,,0,-41.52,0.567
61161731,,0,19.28,0.319
61161795,,0,-12.4,0.397
61161856,,0,-13.52,0.506
61161889,,0,-107.84,0.238
61161898,,0,104.96,0.217
61161891,3,0,242.56,0.167
61161910,,0,241.36,0.285
61161961,3,0,163.92,0.21
61162047,,0,25.68,0.387
61162106,,0,-45.12,0.519
61162153,75,1,596.13,0.275
61162216,,0,-73.04,0.42
61162237,3,0,148.8,0.255
61162255,35,1,322.27,0.396
61162309,35,1,363.45,0.257
61162353,,0,85.28,0.415
61162407,,0,-2.56,0.486
61162398,35,1,238.32,0.446
61162547,,0,-85.6,0.482
61162609,,0,-21.84,0.387
61162656,,0,-102.32,0.428
61162682,,0,92.4,0.185
61162726,,0,-15.68,0.226
61162715,75,1,577.63,0.466
61162725,35,1,108.56,0.544
61162758,,0,-111.52,0.495
61162771,35,0,224.88,0.455
61162795,35,1,293.78,0.174
61162825,,0,-38.16,0.299
61162828,,0,-17.76,0.381
61162902,50,1,472.58,0.205
61162913,,0,53.28,0.232
61163027,35,1,165.76,0.526
61163050,,0,-0.72,0.31
61163048,35,1,302.85,0.387
61163051,3,0,192.64,0.216
61163124,,0,-96.48,0.426
61163152,35,1,374.43,0.291
61163292,,0,73.12,0.493
61163301,,0,-31.36,0.267
61163351,75,1,514.79,0.282
61163382,,0,12,0.294
61163406,50,0,377.31,0.336
61163484,,0,27.84,0.291
61163489,35,1,201.44,0.512
61163521,,0,88.08,0.397
61163626,,0,53.28,0.322
61163799,,0,108.4,0.287
61163820,3,1,117.84,0.297
61163825,35,0,267.68,0.244
61163877,,0,62,0.277
61163960,,0,45.2,0.421
61163944,75,1,506.97,0.356
61164025,,0,-18.72,0.391
61164048,75,1,511.91,0.346
61164162,35,1,147.68,0.453
61164268,,0,-1.92,0.525
61164291,35,1,168.4,0.472
61164356,,0,-11.92,0.282
61164416,35,1,368.92,0.337
61164459,,0,-18.8,0.379
61164480,35,1,131.2,0.467
61164541,35,1,175.2,0.424
61164562,,0,-73.04,0.345
61164595,,0,-131.68,0.555
61164611,35,0,228.4,0.362
61164626,35,1,375.87,0.228
61164666,35,0,285.9,0.596
61164719,,0,-46.16,0.275
61164744,35,1,409.88,0.186
61164844,,0,22.8,0.271
61164884,,0,278.2,0.206
61164922,,0,-2.64,0.397
61164943,,0,-96.72,0.343
61164961,75,1,479.06,0.27
61164991,35,0,224.72,0.374
61165021,,0,74.56,0.228
61165016,75,1,495.42,0.37
61165031,,0,24.24,0.286
61165022,,0,-64.4,0.791
61165043,,0,97.04,0.225
61165051,,0,-38.08,0.411
61165061,35,1,381.12,0.183
61165119,,0,54.08,0.627
61165176,,0,-72,0.396
61165213,35,1,381.84,0.196
61165271,35,1,256.8,0.566
61165317,35,0,460.22,0.2
61165341,,0,180.4,0.226
61165368,35,1,196.24,0.464
61165387,35,1,169.92,0.309
61165458,,0,34.8,0.218
61165483,,0,-91.28,0.353
61165494,,0,-53.6,0.37
61165556,,0,-24.96,0.224
61165601,,0,-64.88,0.522
61165594,35,1,230.64,0.326
61165644,75,1,555.78,0.243
61165733,35,1,241.2,0.554
61165762,,0,17.6,0.335
61165769,35,1,201.76,0.556
61165776,35,1,286.85,0.401
61165832,,0,-31.44,0.301
61165883,,0,-23.52,0.325
61165900,35,1,136.72,0.641
61165912,75,1,569.02,0.245
61166113,,0,59.04,0.33
61166138,75,0,515.99,0.529
61166155,,0,39.36,0.467
61166182,35,0,171.84,0.338
61166283,35,1,410.37,0.251
61166300,35,1,240.32,0.355
61166324,,0,68.48,0.348
61166374,75,1,625.44,0.329
61166456,3,1,169.36,0.255
61166511,35,0,287.88,0.389
61166513,3,0,319.83,0.147
61166575,,0,-21.84,0.21
61166576,50,1,457.49,0.214
61166659,75,1,809.31,0.192
61166782,35,0,360.3,0.214
61166887,35,0,286.85,0.302
61166992,35,1,254.08,0.423
61167033,35,1,156.32,0.554
61167047,,0,-129.68,0.279
61167058,,0,61.36,0.289
61167065,35,1,163.28,0.466
61167155,35,0,323.57,0.554
61167325,75,1,787.47,0.223
61167337,3,0,100.48,0.429
61167394,,0,1.04,0.311
61167882,,0,47.52,0.242
61167871,35,1,504.78,0.152
61167904,,0,-60.56,0.487
61167951,35,0,172.4,0.321
61167965,35,1,387.55,0.226
61167995,35,1,191.36,0.473
61168050,,0,63.92,0.413
61168071,,0,-23.92,0.543
61168141,,0,-61.28,0.355
61168324,,0,21.44,0.51
61168322,35,1,214.8,0.437
61168387,,0,64,0.281
61168410,75,1,421.99,0.4
61168650,,0,-72.56,0.344
61168653,,0,40.8,0.155
61168697,,0,-26.24,0.344
61168700,75,1,483.59,0.363
61168737,,0,-3.12,0.223
61168764,35,0,215.6,0.305
61168828,75,1,531.19,0.214
61168890,,0,70,0.266
61168939,35,1,284.72,0.457
61168988,,0,-40.64,0.295
61169026,,0,70.8,0.202
61169046,,0,-106.96,0.495
61169050,3,0,114,0.442
61169184,,0,14.56,0.364
61169216,75,1,438.95,0.536
61169233,75,1,412.31,0.394
61169327,35,0,447.78,0.182
61169343,75,1,735.83,0.293
61169465,,0,-10.16,0.599
61169480,,0,-41.44,0.311
61169473,35,1,219.6,0.249
61169497,3,0,283.61,0.118
61169498,35,1,367.9,0.313
61169545,75,1,381.12,0.527
61169685,,0,-55.68,0.35
61169738,,0,78.88,0.451
61169772,75,1,741.16,0.248
61169856,,0,-108.32,0.369
61169961,35,1,187.36,0.399
61169971,3,0,138.08,0.311
61170064,75,1,473.03,0.334
61170077,35,0,269.81,0.19
61170138,,0,-120.96,0.252
61170130,75,1,720.17,0.332
61170182,35,1,408.84,0.263
61170205,,0,-67.68,0.236
61170271,75,1,771.58,0.421
61170317,,0,27.52,0.306
61170366,,0,-115.44,0.517
61170375,,0,-78.72,0.307
61170385,,0,-124.64,0.293
61170424,,0,-68.4,0.444
61170601,,0,-3.92,0.247
61170670,,0,34.56,0.349
61170691,,0,-126.4,0.216
61170697,,0,-94.96,0.314
61170729,,0,-30,0.53
61170760,35,1,211.76,0.299
61170782,,0,-112.32,0.662
61170792,35,1,211.04,0.305
61170803,35,0,374.86,0.226
61171304,3,0,241.84,0.162
61171328,35,0,315.22,0.319
61171545,,0,40.08,0.233
61171558,,0,40.64,0.377
61171561,,0,-46.24,0.343
61171597,75,1,433.31,0.361
61171647,,0,4.4,0.218
61171749,,0,-123.28,0.402
61171772,35,0,195.52,0.271
61171778,35,1,140.88,0.388
61171836,75,1,662.7,0.38
61171863,,0,-87.84,0.389
61171874,35,1,384.48,0.275
61171981,,0,-27.12,0.247
61172034,,0,-128.56,0.351
61172226,,0,48.8,0.463
61172301,,0,84.72,0.279
61172295,35,1,380.19,0.196
61172322,,0,-82.4,0.303
61172483,,0,93.04,0.311
61172484,35,1,328.36,0.474
61172508,,0,-128.56,0.385
61172514,,0,-28.96,0.228
61172506,35,1,261.52,0.314
61172583,35,1,266.16,0.293
61172607,,0,20.48,0.301
61172611,35,1,180.64,0.29
61172615,3,0,167.84,0.233
61172635,,0,-115.76,0.202
61172761,,0,26.16,0.221
61172890,,0,-44.8,0.413
61172946,,0,95.6,0.266
61172960,35,1,106.32,0.676
61172989,,0,92,0.366
61173121,,0,-83.84,0.216
61173136,35,1,257.12,0.261
61173198,75,1,737.24,0.358
61173434,,0,69.76,0.235
61173456,,0,-111.76,0.426
61173527,,0,114.24,0.244
61173546,,0,8,0.285
61173832,,0,70.56,0.21
61173877,,0,-131.6,0.305
61173954,,0,53.28,0.376
61174046,35,1,277.09,0.321
61174113,35,1,353.53,0.253
61174169,,0,-131.44,0.171
61174188,,0,-1.84,0.29
61174240,35,1,270.29,0.292
61174325,35,1,284.56,0.206
61174430,,0,9.12,0.257
61174709,,0,58.56,0.3
61174811,75,1,686.72,0.34
61174945,,0,18.72,0.243
61175001,,0,105.84,0.296
61175190,75,1,714.02,0.141
61175230,,0,-36.56,0.269
61175284,,0,118.56,0.213
61175281,35,1,282.34,0.263
61175316,3,0,133.68,0.271
61175430,,0,47.68,0.281
61175696,,0,39.6,0.2
61175770,75,1,422.88,0.328
61175871,35,1,310.83,0.38
61175912,35,0,235.92,0.214
61175921,,0,12.48,0.415
61175953,,0,35.28,0.44
61176353,35,1,270.61,0.299
61176461,,0,32.24,0.298
61176590,,0,2.8,0.399
61176922,35,1,249.6,0.266
61176947,50,0,497.14,0.187
61177139,,0,-85.68,0.35
61177287,,0,29.6,0.345
61177326,,0,8.48,0.295
61177396,35,0,245.68,0.24
61177429,35,1,265.47,0.332
61177678,,0,-9.36,0.434
61177711,3,0,106.88,0.338
61177879,,0,4,0.526
61177921,35,1,312.84,0.394
61178015,,0,-43.76,0.349
61178101,35,1,161.2,0.422
61178167,75,1,691.93,0.383
61178314,,0,-95.36,0.518
61178417,50,1,388.69,0.335
61178605,75,1,386.19,0.507
61178863,75,1,469.77,0.355
61178895,3,0,108.32,0.462
61179048,,0,-100.32,0.341
61179097,50,1,521.57,0.199
61179128,,0,1.68,0.312
61179418,35,1,150.72,0.33
61179493,,0,64.72,0.357
61179564,50,1,457.88,0.216
61179607,,0,-85.28,0.165
61180209,,0,1.76,0.202
61180260,,0,153.52,0.16
61180317,,0,61.28,0.237
61180534,,0,53.44,0.25
61180568,,0,63.68,0.396
61180605,,0,-19.68,0.342
61181016,75,1,638.18,0.496
61181112,75,1,539.8,0.262
61181222,,0,-49.2,0.646
61181235,,0,-36.16,0.509
61181324,50,1,366.3,0.365
61181401,,0,6.72,0.326
61181422,,0,-14.8,0.222
61181475,,0,65.04,0.204
61181627,,0,-50.64,0.238
61181683,,0,-131.28,0.263
61181689,35,1,120.08,0.473
61181836,,0,28.56,0.479
61182072,35,1,425.06,0.149
61182186,35,1,207.92,0.294
61182259,,0,40.64,0.331
61182344,,0,82.48,0.207
61182547,35,0,264.24,0.204
61182573,35,1,260.24,0.242
61182584,35,0,207.12,0.517
61182676,35,1,264.74,0.351
61182712,35,1,333.58,0.344
61182898,3,0,178.64,0.178
61182901,50,1,507.03,0.204
61183050,,0,93.6,0.367
61183114,,0,79.2,0.182
61183221,3,1,119.04,0.366
61183233,35,1,284.48,0.263
61183575,,0,50.16,0.437
61183739,,0,-65.12,0.309
61183743,,0,98.56,0.307
61183913,3,0,139.28,0.312
61183916,75,1,556.62,0.289
61184049,,0,27.36,0.474
61184043,35,1,425.4,0.217
61184150,,0,-114.16,0.451
61184234,35,1,175.52,0.431
61184243,35,1,184,0.382
61184502,,0,1.52,0.166
61184587,3,0,169.92,0.249
61184597,,0,29.84,0.259
61184640,,0,-62.16,0.426
61184751,35,1,150.96,0.399
61184762,35,1,172.56,0.581
61185158,,0,-113.92,0.195
61185551,35,0,439.28,0.362
61185615,35,1,315.53,0.293
61185661,75,1,615.23,0.424
61185848,35,1,217.76,0.218
61185909,35,1,291.03,0.391
61186109,35,1,347.67,0.223
61186187,,0,79.68,0.374
61186207,35,1,404.18,0.254
61186317,35,1,339.6,0.293
61186478,,0,51.36,0.528
61186573,75,1,796.36,0.825
61186579,50,1,347.45,0.489
61186771,75,1,420.01,0.375
61186829,35,1,343.42,0.212
61186938,35,1,260.96,0.27
61187074,35,1,235.36,0.243
61187175,75,1,516.64,0.286
61187371,35,0,234.08,0.258
61187393,35,1,437.68,0.203
61187439,,0,59.84,0.202
61187473,35,1,246.88,0.392
61187709,35,1,217.28,0.302
61187798,3,0,223.12,0.178
61187806,75,1,573.72,0.424
61187844,,0,-131.92,0.376
61187930,3,0,257.76,0.403
61187946,35,1,296.84,0.548
61188092,35,1,364.47,0.149
61188194,75,0,469.13,0.489
61188225,,0,-20.88,0.381
61188327,35,1,176.64,0.592
61188594,,0,-90,0.269
61188663,,0,-35.92,0.277
61188668,,0,-91.6,0.524
61188728,35,1,247.92,0.209
61188807,35,1,109.04,0.507
61188826,,0,-42.72,0.509
61189137,,0,70.08,0.434
61189201,75,1,568.48,0.302
61189281,35,1,333.51,0.302
61189285,35,1,254.8,0.468
61189332,75,1,625.54,0.178
61189363,,0,-109.04,0.372
61189699,75,1,605.76,0.455
61189866,35,1,384.7,0.182
61189890,75,1,457.1,0.288
61189935,,0,-34.24,0.35
61190012,35,1,241.44,0.33
61190007,75,1,437.54,0.408
61190044,75,1,622.57,0.575
61190047,35,1,331.92,0.262
61190058,35,1,371.6,0.279
61190146,,0,-81.76,0.222
61190153,,0,120.56,0.179
61190262,75,1,421.99,0.503
61190442,,0,5.04,0.362
61190562,,0,-127.92,0.089
61190560,35,1,156,0.414
61190641,,0,133.04,0.156
61190690,,0,3.28,0.325
61190697,3,0,224,0.125
61190765,,0,103.36,0.322
61190790,,0,-129.28,0.345
61190940,75,1,475.13,0.437
61190967,,0,-130.32,0.2
61191289,,0,-110,0.224
61191385,,0,46.88,0.312
61191444,3,0,106.56,0.354
61191464,,0,-96.08,0.286
61191712,35,1,114,0.47
61191798,,0,-0.16,0.296
61191839,,0,64.24,0.446
61191949,75,1,378.03,0.57
61192169,,0,-4.16,0.488
61192291,,0,-98.48,0.259
61192396,35,0,362.28,0.191
61192441,,0,94.24,0.386
61192478,75,1,681.61,0.259
61192488,75,1,647.52,0.35
61192653,75,1,463.85,0.304
61192720,75,1,463.91,0.327
61192827,,0,162.88,0.125
61192863,3,1,138.32,0.259
61193091,,0,-82.88,0.229
61193114,,0,-42.88,0.267
61193378,50,1,498,0.213
61193434,35,0,280.51,0.489
61193471,,0,40,0.34
61193484,50,0,499.96,0.173
61193545,35,1,138.88,0.641
61193626,3,0,222.08,0.17
61193738,3,0,139.36,0.327
61193800,75,1,555.73,0.451
61193840,35,1,196.8,0.252
61193865,3,0,170.24,0.153
61194004,50,1,468.87,0.226
61194113,75,1,652.39,0.273
61194192,,0,-77.36,0.622
61194259,35,0,364.47,0.307
61194420,,0,-98.72,0.204
61194409,,0,76.48,0.364
61194419,,0,-50.96,0.463
61194443,,0,138.56,0.181
61194512,35,1,255.36,0.322
61194826,75,1,572.43,0.185
61194857,,0,72.8,0.266
61195273,3,0,152,0.309
61195335,,0,-6.56,0.247
61195385,,0,-10.08,0.236
61195396,,0,-52.48,0.218
61195476,35,1,330.86,0.317
61195521,,0,50.8,0.31
61195546,75,1,435.13,0.345
61195583,,0,-107.84,0.25
61195708,,0,8.56,0.277
61195725,35,1,258,0.339
61195738,35,1,354.63,0.185
61195755,35,1,144.72,0.568
61195832,3,0,114.8,0.392
61195866,3,0,202.24,0.223
61195885,75,1,596.54,0.303
61195925,,0,-125.52,0.329
61196432,,0,-16.32,0.265
61196429,35,0,313.92,0.258
61196446,,0,-96.32,0.182
61196536,35,1,258.64,0.291
61196638,75,1,349.67,0.545
61196663,75,1,388.76,0.424
61197128,,0,-33.52,0.332
61197469,75,1,407.18,0.567
61197597,35,1,140.96,0.474
61197745,,0,-3.04,0.243
61197751,,0,-5.2,0.31
61197945,,0,-128.64,0.489
61198092,35,0,398.23,0.21
61198128,35,1,228.8,0.251
61198211,35,1,184.88,0.372
61198401,50,1,454.68,0.265
61198629,,0,4,0.486
61199248,3,0,150,0.21
61199383,75,1,622.85,0.16
61199437,35,0,323.19,0.419
61199557,35,0,149.76,0.33
61199606,,0,67.04,0.255
61199678,,0,-19.2,0.601
61199721,50,1,337.57,0.469
61199833,35,0,141.52,0.443
61199899,75,1,450.68,0.279
61199945,,0,-20.48,0.188
61200177,3,1,109.44,0.447
61200247,3,0,162.88,0.262
61200289,35,1,285.59,0.267
61200449,,0,28.24,0.392
61200630,,0,25.92,0.298
61200798,35,1,371.31,0.209
61200820,75,1,820,0.292
61200896,75,1,740.54,0.161
61201258,,0,11.52,0.254
61201301,,0,-85.2,0.684
61201316,,0,81.76,0.38
61201510,,0,-79.6,0.201
61201667,,0,17.12,0.286
61201732,35,1,303.31,0.21
61201809,35,1,154,0.356
61201867,,0,-29.2,0.244
61202019,,0,-118.32,0.525
61202416,,0,105.12,0.31
61202473,,0,37.28,0.196
61202493,,0,-124.96,0.54
61202530,3,0,102.4,0.47
61202574,75,1,605.26,0.279
61202623,35,0,298.64,0.419
61202684,,0,23.76,0.332
61202698,,0,-30.48,0.297
61202709,35,1,433.92,0.229
61202864,,0,-74.8,0.35
61202948,75,1,548.44,0.281
61203150,,0,-0.24,0.29
61203149,35,1,143.12,0.361
61203167,75,1,427.03,0.459
61203173,35,0,330.48,0.273
61203183,,0,14.96,0.397
61203319,,0,47.76,0.303
61203344,,0,4,0.235
61203505,35,1,342.37,0.371
61203519,,0,-102.8,0.365
61203536,75,1,694.1,0.257
61203611,75,1,588.8,0.399
61203698,35,0,544.99,0.106
61203727,,0,89.92,0.403
61203714,50,1,342,0.495
61203954,,0,-67.52,0.226
61204161,75,1,506.91,0.227
61204257,,0,13.36,0.494
61204348,35,1,211.52,0.369
61204521,,0,-19.28,0.219
61204532,3,1,188.32,0.2
61204778,3,1,126.56,0.356
61204800,,0,83.44,0.305
61204801,50,0,551.76,0.172
61204994,35,0,156,0.34
61205010,35,0,282.5,0.263
61205222,35,1,194.16,0.472
61205335,50,0,572.97,0.132
61205385,,0,51.76,0.306
61205402,75,1,456.32,0.435
61205424,75,1,497.02,0.3
61205482,75,1,733,0.332
61205492,,0,39.68,0.184
61205490,75,1,598.28,0.449
61205520,35,0,433.52,0.22
61205614,,0,-58.72,0.231
61205672,,0,91.28,0.329
61205685,,0,-3.44,0.511
61205701,,0,-72.08,0.306
61205750,35,0,203.84,0.297
61205848,35,1,257.68,0.265
61205899,,0,-122.32,0.692
61205981,35,1,306.5,0.382
61206016,75,1,548.27,0.329
61206025,35,0,212.64,0.283
61206153,,0,102.8,0.287
61206160,,0,8.48,0.292
61206200,,0,40.72,0.297
61206327,35,0,382.34,0.28
61206347,3,0,169.12,0.215
61206398,75,1,455.14,0.344
61206456,35,0,319.29,0.28
61206585,,0,25.6,0.473
61206683,,0,-13.84,0.39
61206777,35,1,129.28,0.396
61206845,75,1,806.66,0.416
61206953,3,1,143.84,0.225
61207081,35,1,475.13,0.244
61207148,35,0,369.57,0.207
61207471,,0,41.2,0.703
61207564,50,1,347,0.465
61207769,,0,120.56,0.198
61207768,35,1,151.2,0.326
61207779,3,0,122.4,0.281
61208066,,0,-64.16,0.383
61208282,,0,-18.8,0.218
61208372,,0,68.24,0.28
61208481,,0,-69.44,0.777
61208611,,0,-0.64,0.405
61208675,75,1,654.91,0.23
61208796,,0,-21.28,0.37
61208812,,0,-69.44,0.312
61208946,,0,39.44,0.394
61208967,35,0,307.27,0.2
61209151,35,1,161.68,0.354
61209278,35,1,420.15,0.151
61209371,35,1,295.66,0.282
61209517,3,0,172.96,0.273
61209549,35,0,185.04,0.323
61209679,,0,58.8,0.181
61209757,,0,-43.12,0.496
61209797,,0,-92.72,0.318
61209876,35,1,440.48,0.159
61210015,,0,-51.92,0.566
61210036,35,1,217.84,0.441
61210219,,0,191.92,0.36
61210459,35,1,323.95,0.335
61210571,35,1,301.45,0.441
61210607,3,0,140.88,0.213
61210627,,0,-35.28,0.332
61210647,35,1,339,0.307
61210664,,0,-50.48,0.584
61210743,,0,78.08,0.292
61210894,50,1,426.28,0.269
61210929,75,0,482.46,0.607
61210973,3,0,140.56,0.234
61210991,,0,-59.44,0.565
61211062,,0,-91.6,0.378
61211092,3,0,150.88,0.256
61211144,,0,42,0.262
61211145,,0,-34.88,0.362
61211374,,0,54.48,0.249
61211490,35,1,167.52,0.314
61211522,,0,-12.72,0.343
61211658,,0,-53.2,0.374
61211705,3,1,216,0.171
61211750,,0,-120.24,0.47
61211852,,0,-69.12,0.302
61211918,50,1,344.61,0.44
61212048,,0,39.6,0.32
61212053,35,1,196.48,0.395
61212148,35,1,228.4,0.451
61212255,35,1,247.68,0.32
61212265,35,0,415.2,0.252
61212318,3,0,157.68,0.304
61212358,75,1,594.7,0.295
61212402,,0,33.28,0.227
61212433,3,1,169.44,0.244
61212447,,0,-81.2,0.487
61212563,35,1,371.6,0.287
61212716,3,0,121.28,0.265
61212904,35,1,266.83,0.252
61212973,35,1,196.08,0.242
61213003,,0,-118.8,0.35
61213036,,0,-31.28,0.25
61213146,35,1,293.62,0.637
61213201,,0,60.24,0.221
61213295,35,1,209.84,0.44
61213328,,0,43.92,0.17
61213390,35,1,226.64,0.335
61213511,,0,-3.52,0.23
61213533,35,1,246.64,0.228
61213563,,0,81.76,0.336
61213591,3,1,111.52,0.293
61213773,,0,-44.16,0.317
61213770,75,1,447.78,0.506
61213962,,0,15.84,0.464
61213956,75,1,645.76,0.371
61214023,,0,19.76,0.328
61214042,3,0,291.58,0.303
61214093,,0,18.48,0.281
61214146,75,0,519.26,0.516
61214564,35,0,232.64,0.236
61214603,75,1,462.1,0.32
61214885,3,1,126.32,0.332
61214884,35,1,184.8,0.493
61214965,,0,-125.04,0.357
61215104,,0,-118.64,0.641
61215262,,0,-57.04,0.19
61215373,,0,-13.92,0.278
61215366,,0,98.56,0.255
61215386,35,1,221.84,0.418
61215464,,0,-26.24,0.398
61215496,3,0,277.73,0.255
61215508,,0,25.92,0.282
61215612,35,0,466.49,0.149
61215658,,0,43.68,0.389
61215666,,0,-24.64,0.324
61215690,75,1,548.67,0.295
61215697,35,1,227.84,0.204
61215787,,0,-95.36,0.274
61215804,35,0,380.19,0.261
61215880,,0,62.4,0.217
61215900,,0,44.96,0.28
61216043,35,1,203.92,0.339
61216135,,0,-48.88,0.422
61216137,,0,-120.72,0.221
61216345,,0,28.96,0.293
61216416,35,1,505.03,0.16
61216498,,0,-77.6,0.532
61216513,35,1,295.74,0.44
61216519,35,1,343.72,0.244
61216550,35,1,106.8,0.612
61216569,,0,34.56,0.233
61216593,35,0,452.91,0.21
61216774,3,0,84.4,0.621
61216996,,0,-63.44,0.185
61217019,,0,-9.76,0.448
61217049,,0,-10.96,0.45
61217129,,0,50.4,0.333
61217154,,0,132.64,0.072
61217173,,0,57.2,0.431
61217196,,0,-58.32,0.446
61217274,35,0,179.28,0.325
61217295,,0,70.96,0.368
61217292,35,1,246.88,0.598
61217333,75,1,723.67,0.28
61217373,,0,-116.16,0.323
61217583,,0,-85.92,0.476
61217588,75,1,576.94,0.423
61217600,,0,87.44,0.315
61217677,35,1,353.45,0.37
61217728,75,1,661.79,0.224
61217766,,0,11.68,0.142
61217795,,0,-85.68,0.24
61217822,75,1,463.4,0.291
61217842,75,1,508.24,0.335
61217985,,0,-52.56,0.343
61218081,,0,-56.96,0.285
61218100,75,0,544.53,0.37
